cpg_id,beta_value
cg05289897,0.99
cg05289920,0.27
cg05289983,0.8
cg05290056,0.92
cg05290058,0.31
cg05290274,0.14
cg05290300,0.18
cg05290394,0.1
cg05290572,0.9
cg05290695,0.02
cg05290737,0.7
cg05290780,0.93
cg05290820,0.46
cg05290904,0.05
cg05291025,0.93
cg05291069,0.02
cg05291178,0.93
cg05291282,0.95
cg05291374,0.9
cg05291385,0.01
cg05291427,0.01
cg05291508,0.04
cg05291588,0.9
cg05291666,0.93
cg05291677,0.88
cg05291773,0.81
cg05291874,0.85
cg05291966,0.6
cg05292018,0.95
cg05292082,0.75
cg05292310,0.9
cg05292330,0.06
cg05292376,0.77
cg05292404,0.82
cg05292460,0.97
cg05292478,0.46
cg05292799,0.06
cg05292954,0.12
cg05292986,0.65
cg05293216,0.65
cg05293220,0.9
cg05293299,0.83
cg05293365,0.09
cg05293407,0.1
cg05293490,0.48
cg05293701,0.05
cg05293738,0.11
cg05293775,0.05
cg05293994,0.02
cg05294016,0.94
cg05294095,0.07
cg05294112,0.39
cg05294159,0.19
cg05294243,0.29
cg05294300,0.79
cg05294307,0.95
cg05294344,0.12
cg05294455,0.69
cg05294497,0.96
cg05294577,0.25
cg05294813,0.29
cg05294930,0.81
cg05294936,0.01
cg05295006,0.19
cg05295023,0.79
cg05295038,0.01
cg05295197,0.94
cg05295236,0.03
cg05295286,0.92
cg05295297,0.2
cg05295388,0.51
cg05295557,0.06
cg05295566,0.5
cg05295584,0.89
cg05295671,0.17
cg05295685,0.06
cg05295696,0.87
cg05295703,0.84
cg05295841,0.97
cg05295919,0.04
cg05296057,0.71
cg05296099,0.98
cg05296180,0.85
cg05296188,0.93
cg05296192,0.05
cg05296255,0.11
cg05296266,0.16
cg05296309,0.12
cg05296566,0.95
cg05296619,0.49
cg05296643,0.12
cg05296700,0.07
cg05296773,0.94
cg05296777,0.86
cg05296818,0.31
cg05296832,0.05
cg05296866,0.9
cg05296940,0.91
cg05297121,0.38
cg05297308,0.98
cg05297692,0.99
cg05297739,0.89
cg05297854,0.02
cg05297956,0.95
cg05298026,0.91
cg05298088,0.68
cg05298224,0.44
cg05298252,0.97
cg05298458,0.51
cg05298510,0.67
cg05298628,0.34
cg05298696,0.92
cg05298922,0.06
cg05299048,0.75
cg05299140,0.74
cg05299185,0.06
cg05299278,0.93
cg05299342,0.2
cg05299387,0.1
cg05299398,0.92
cg05299486,0.14
cg05299545,0.94
cg05299703,0.08
cg05299774,0.9
cg05299793,0.17
cg05299836,0.65
cg05299847,0.92
cg05300029,0.79
cg05300045,0.94
cg05300132,0.9
cg05300156,0.91
cg05300158,0.03
cg05300184,0.98
cg05300248,0.34
cg05300316,0.09
cg05300378,0.6
cg05300440,0.93
cg05300538,0.91
cg05300577,0.1
cg05300697,0.04
cg05300717,0.94
cg05300939,0.21
cg05300946,0.03
cg05300996,0.11
cg05301057,0.9
cg05301124,0.86
cg05301181,0.04
cg05301188,0.13
cg05301252,0.97
cg05301359,0.1
cg05301368,0.87
cg05301383,0.18
cg05301470,0.23
cg05301494,0.94
cg05301500,0.91
cg05301556,0.9
cg05301609,0.91
cg05301616,0.95
cg05301808,0.01
cg05301852,0.92
cg05301866,0.28
cg05301976,0.89
cg05302035,0.85
cg05302036,0.92
cg05302218,0.79
cg05302338,0.27
cg05302350,0.44
cg05302416,0.05
cg05302441,0.65
cg05302489,0.76
cg05302701,0.87
cg05302784,0.04
cg05302825,0.99
cg05302953,0.91
cg05303057,0.11
cg05303208,0.31
cg05303217,0.93
cg05303236,0.03
cg05303280,0.68
cg05303289,0.11
cg05303559,0.97
cg05303690,0.95
cg05303728,0.1
cg05303752,0.98
cg05303842,0.32
cg05303899,0.73
cg05303901,0.83
cg05303999,0.91
cg05304037,0.07
cg05304177,0.02
cg05304178,0.86
cg05304184,0.93
cg05304331,0.07
cg05304361,0.6
cg05304366,0.3
cg05304393,0.92
cg05304405,0.71
cg05304507,0.69
cg05304531,0.32
cg05304553,0.92
cg05304556,0.94
cg05304622,0.12
cg05304679,0.09
cg05304729,0.33
cg05304761,0.08
cg05304979,0.07
cg05305025,0.01
cg05305046,0.42
cg05305078,0.11
cg05305099,0.88
cg05305140,0.89
cg05305155,0.98
cg05305211,0.03
cg05305262,0.72
cg05305278,0.84
cg05305304,0.84
cg05305327,0.76
cg05305400,0.07
cg05305444,0.91
cg05306006,0.05
cg05306024,0.01
cg05306029,0.94
cg05306040,0.03
cg05306070,0.04
cg05306107,0.95
cg05306109,0.65
cg05306134,0.87
cg05306173,0.69
cg05306176,0.13
cg05306183,0.95
cg05306225,0.02
cg05306310,0.36
cg05306395,0.15
cg05306472,0.11
cg05306546,0.01
cg05306587,0.02
cg05306773,0.89
cg05306856,0.03
cg05306943,0.96
cg05307141,0.87
cg05307234,0.95
cg05307257,0.99
cg05307477,0.78
cg05307803,0.16
cg05307819,0.98
cg05307864,0.02
cg05307871,0.96
cg05307908,0.1
cg05307923,0.12
cg05307935,0.95
cg05307957,0.1
cg05308117,0.65
cg05308135,0.89
cg05308161,0.09
cg05308233,0.72
cg05308309,0.1
cg05308317,0.95
cg05308391,0.99
cg05308424,0.89
cg05308436,0.92
cg05308484,0.05
cg05308495,0.76
cg05308504,0.26
cg05308556,0.89
cg05308617,0.01
cg05308643,0.78
cg05308645,0.71
cg05308656,0.5
cg05308744,0.99
cg05308792,0.92
cg05308814,0.01
cg05308819,0.57
cg05308829,0.93
cg05308895,0.08
cg05308900,0.05
cg05308904,0.75
cg05308970,0.84
cg05308979,0.77
cg05309179,0.85
cg05309239,0.5
cg05309399,0.89
cg05309454,0.1
cg05309505,0.98
cg05309651,0.96
cg05309877,0.1
cg05309934,0.08
cg05309948,0.04
cg05310046,0.96
cg05310071,0.06
cg05310240,0.61
cg05310249,0.1
cg05310260,0.98
cg05310309,0.76
cg05310486,0.6
cg05310557,0.06
cg05310613,0.09
cg05310694,0.48
cg05310760,0.89
cg05310764,0.03
cg05310784,0.99
cg05310882,0.08
cg05310920,0.19
cg05311091,0.97
cg05311119,0.94
cg05311180,0.94
cg05311383,0.84
cg05311388,0.02
cg05311589,0.15
cg05311611,0.81
cg05311626,0.79
cg05311720,0.13
cg05311909,0.16
cg05312077,0.19
cg05312094,0.89
cg05312104,0.69
cg05312278,0.04
cg05312293,0.48
cg05312305,0.01
cg05312353,0.24
cg05312688,0.91
cg05312779,0.75
cg05312862,0.11
cg05312960,0.85
cg05313009,0.04
cg05313070,0.01
cg05313129,0.74
cg05313153,0.47
cg05313261,0.02
cg05313263,0.38
cg05313393,0.06
cg05313743,0.03
cg05313771,0.11
cg05313794,0.73
cg05313829,0.01
cg05313910,0.72
cg05314024,0.2
cg05314075,0.9
cg05314096,0.89
cg05314271,0.08
cg05314350,0.56
cg05314394,0.16
cg05314414,0.87
cg05314420,0.9
cg05314606,0.08
cg05314639,0.96
cg05314679,0.06
cg05314961,0.9
cg05315047,0.89
cg05315195,0.94
cg05315276,0.97
cg05315321,0.17
cg05315334,0.46
cg05315365,0.67
cg05315417,0.86
cg05315443,0.1
cg05315521,0.02
cg05315620,0.91
cg05315670,0.03
cg05315865,0.11
cg05315874,0.01
cg05316065,0.59
cg05316463,0.43
cg05316601,0.91
cg05316605,0.16
cg05316627,0.59
cg05316694,0.56
cg05316703,0.05
cg05316785,0.82
cg05316911,0.95
cg05317024,0.91
cg05317038,0.06
cg05317081,0.07
cg05317090,0.13
cg05317096,0.83
cg05317207,0.32
cg05317275,0.08
cg05317396,0.71
cg05317455,0.85
cg05317498,0.99
cg05317600,0.82
cg05317605,0.08
cg05317630,0.02
cg05317686,0.07
cg05317710,0.01
cg05317956,0.91
cg05318026,0.02
cg05318102,0.01
cg05318142,0.26
cg05318169,0.82
cg05318186,0.54
cg05318210,0.61
cg05318361,0.67
cg05318454,0.62
cg05318503,0.88
cg05318516,0.88
cg05318546,0.85
cg05318600,0.95
cg05318777,0.25
cg05319212,0.05
cg05319236,0.01
cg05319305,0.12
cg05319515,0.52
cg05319711,0.84
cg05319880,0.13
cg05319934,0.92
cg05320089,0.95
cg05320259,0.08
cg05320369,0.02
cg05320382,0.1
cg05320460,0.08
cg05320607,0.06
cg05320842,0.81
cg05320897,0.68
cg05320945,0.89
cg05321109,0.93
cg05321225,0.72
cg05321252,0.81
cg05321339,0.08
cg05321398,0.08
cg05321510,0.12
cg05321594,0.56
cg05321656,0.03
cg05321721,0.13
cg05321808,0.07
cg05321809,0.12
cg05321829,0.93
cg05321960,0.01
cg05322019,0.88
cg05322127,0.86
cg05322217,0.01
cg05322222,0.32
cg05322273,0.12
cg05322500,0.34
cg05322632,0.91
cg05322837,0.33
cg05322916,0.33
cg05322931,0.81
cg05322982,0.9
cg05323058,0.88
cg05323251,0.27
cg05323272,0.96
cg05323324,0.39
cg05323345,0.37
cg05323436,0.1
cg05323448,0.94
cg05323533,0.33
cg05323683,0.92
cg05323709,0.93
cg05323725,0.14
cg05323731,0.13
cg05323879,0.49
cg05323898,0.93
cg05323904,0.13
cg05324141,0.94
cg05324273,0.86
cg05324368,0.22
cg05324393,0.43
cg05324407,0.72
cg05324516,0.81
cg05324556,0.84
cg05324618,0.94
cg05324696,0.91
cg05324732,0.07
cg05324734,0.96
cg05324776,0.62
cg05324789,0.33
cg05324894,0.94
cg05324982,0.16
cg05324989,0.9
cg05325028,0.94
cg05325182,0.64
cg05325193,0.11
cg05325369,0.05
cg05325390,0.1
cg05325480,0.78
cg05325633,0.82
cg05325699,0.14
cg05325785,0.95
cg05325887,0.78
cg05325934,0.08
cg05326023,0.02
cg05326036,0.93
cg05326274,0.09
cg05326378,0.92
cg05326918,0.02
cg05326984,0.54
cg05327187,0.62
cg05327192,0.92
cg05327223,0.94
cg05327260,0.17
cg05327268,0.94
cg05327447,0.05
cg05327509,0.95
cg05327835,0.01
cg05327840,0.96
cg05327844,0.81
cg05327864,0.21
cg05327931,0.85
cg05327967,0.88
cg05327971,0.01
cg05328057,0.98
cg05328197,0.2
cg05328339,0.98
cg05328461,0.93
cg05328630,0.96
cg05328667,0.86
cg05328670,0.93
cg05328939,0.9
cg05328960,0.01
cg05329135,0.93
cg05329317,0.74
cg05329692,0.13
cg05329720,0.72
cg05329798,0.08
cg05329906,0.09
cg05329915,0.94
cg05329960,0.95
cg05329976,0.82
cg05329982,0.11
cg05330056,0.36
cg05330121,0.93
cg05330297,0.03
cg05330360,0.4
cg05330472,0.1
cg05330497,0.97
cg05330593,0.85
cg05330604,0.91
cg05330668,0.02
cg05330678,0.94
cg05330708,0.83
cg05330742,0.08
cg05330754,0.93
cg05330921,0.95
cg05330963,0.93
cg05330977,0.95
cg05331060,0.1
cg05331082,0.09
cg05331162,0.02
cg05331214,0.85
cg05331290,0.9
cg05331334,0.9
cg05331340,0.51
cg05331472,0.87
cg05331626,0.03
cg05331731,0.77
cg05331791,0.98
cg05331807,0.86
cg05331856,0.44
cg05332077,0.01
cg05332152,0.82
cg05332270,0.17
cg05332306,0.09
cg05332483,0.48
cg05332525,0.03
cg05332629,0.13
cg05332851,0.02
cg05332854,0.67
cg05332869,0.1
cg05332887,0.01
cg05332960,0.11
cg05333146,0.72
cg05333149,0.81
cg05333368,0.88
cg05333442,0.77
cg05333564,0.01
cg05333753,0.93
cg05333844,0.71
cg05333968,0.95
cg05334032,0.97
cg05334119,0.82
cg05334190,0.85
cg05334239,0.04
cg05334253,0.08
cg05334419,0.95
cg05334656,0.75
cg05334993,0.96
cg05335107,0.94
cg05335186,0.25
cg05335277,0.9
cg05335315,0.2
cg05335388,0.91
cg05335473,0.92
cg05335492,0.59
cg05335686,0.82
cg05335832,0.05
cg05335886,0.1
cg05335893,0.9
cg05335944,0.95
cg05336051,0.06
cg05336056,0.93
cg05336067,0.92
cg05336094,0.01
cg05336115,0.03
cg05336156,0.01
cg05336268,0.93
cg05336292,0.84
cg05336550,0.05
cg05336561,0.06
cg05336982,0.13
cg05336997,0.57
cg05337019,0.41
cg05337024,0.01
cg05337042,0.86
cg05337137,0.21
cg05337222,0.15
cg05337228,0.92
cg05337258,0.99
cg05337387,0.85
cg05337391,0.05
cg05337441,0.32
cg05337454,0.93
cg05337607,0.88
cg05337636,0.9
cg05337637,0.88
cg05337711,0.26
cg05337743,0.01
cg05337761,0.44
cg05337779,0.94
cg05337806,0.84
cg05337966,0.01
cg05338009,0.48
cg05338155,0.1
cg05338167,0.7
cg05338317,0.01
cg05338384,0.94
cg05338434,0.94
cg05338567,0.95
cg05338577,0.01
cg05338680,0.13
cg05338724,0.99
cg05338731,0.05
cg05338745,0.01
cg05338748,0.93
cg05338930,0.99
cg05338969,0.94
cg05338976,0.91
cg05339037,0.51
cg05339056,0.89
cg05339066,0.03
cg05339076,0.87
cg05339305,0.07
cg05339390,0.03
cg05339403,0.91
cg05339414,0.07
cg05339415,0.59
cg05339515,0.06
cg05339588,0.43
cg05339605,0.82
cg05339633,0.65
cg05339695,0.2
cg05339727,0.53
cg05339847,0.91
cg05339856,0.92
cg05339942,0.84
cg05339976,0.81
cg05340042,0.71
cg05340048,0.8
cg05340085,0.74
cg05340162,0.27
cg05340240,0.99
cg05340269,0.33
cg05340339,0.98
cg05340395,0.11
cg05340438,0.93
cg05340482,0.97
cg05340489,0.07
cg05340495,0.09
cg05340597,0.05
cg05340629,0.06
cg05340686,0.09
cg05340803,0.8
cg05340844,0.05
cg05340865,0.11
cg05340882,0.18
cg05341115,0.95
cg05341199,0.83
cg05341232,0.78
cg05341260,0.6
cg05341329,0.01
cg05341384,0.37
cg05341425,0.14
cg05341539,0.14
cg05341549,0.69
cg05341567,0.03
cg05341575,0.96
cg05341610,0.77
cg05341670,0.05
cg05341781,0.9
cg05341786,0.95
cg05341807,0.93
cg05341815,0.34
cg05341904,0.95
cg05342240,0.83
cg05342250,0.06
cg05342320,0.02
cg05342467,0.98
cg05342469,0.78
cg05342515,0.17
cg05342634,0.23
cg05342682,0.74
cg05342816,0.59
cg05342835,0.48
cg05342906,0.92
cg05342987,0.03
cg05343073,0.02
cg05343088,0.22
cg05343289,0.74
cg05343404,0.38
cg05343453,0.94
cg05343480,0.92
cg05343512,0.74
cg05343535,0.03
cg05343548,0.89
cg05343739,0.1
cg05343799,0.04
cg05343808,0.83
cg05343811,0.05
cg05344101,0.06
cg05344176,0.15
cg05344282,0.93
cg05344293,0.45
cg05344295,0.05
cg05344430,0.03
cg05344495,0.04
cg05344692,0.07
cg05344747,0.57
cg05344949,0.25
cg05344955,0.84
cg05344966,0.1
cg05345062,0.86
cg05345116,0.01
cg05345152,0.89
cg05345154,0.13
cg05345160,0.91
cg05345283,0.89
cg05345285,0.81
cg05345286,0.21
cg05345448,0.99
cg05345527,0.01
cg05345823,0.93
cg05345876,0.89
cg05345888,0.95
cg05345967,0.12
cg05345996,0.87
cg05346140,0.89
cg05346166,0.08
cg05346193,0.14
cg05346256,0.06
cg05346287,0.9
cg05346295,0.94
cg05346380,0.08
cg05346440,0.11
cg05346491,0.56
cg05346527,0.77
cg05346631,0.93
cg05346688,0.99
cg05346732,0.05
cg05346831,0.91
cg05346832,0.11
cg05346841,0.01
cg05346855,0.12
cg05346878,0.09
cg05346899,0.08
cg05346902,0.61
cg05346963,0.85
cg05347108,0.93
cg05347173,0.94
cg05347215,0.92
cg05347216,0.66
cg05347380,0.93
cg05347456,0.5
cg05347473,0.03
cg05347479,0.78
cg05347567,0.05
cg05347736,0.01
cg05347794,0.87
cg05347845,0.05
cg05347872,0.92
cg05347898,0.07
cg05347925,0.93
cg05347927,0.11
cg05347932,0.09
cg05347965,0.85
cg05347985,0.92
cg05348084,0.72
cg05348123,0.94
cg05348216,0.64
cg05348272,0.01
cg05348321,0.87
cg05348324,0.16
cg05348366,0.98
cg05348535,0.04
cg05348689,0.01
cg05348706,0.13
cg05348708,0.06
cg05348746,0.07
cg05348768,0.02
cg05348870,0.79
cg05348871,0.53
cg05348875,0.63
cg05348888,0.87
cg05348897,0.89
cg05348946,0.96
cg05348982,0.1
cg05349016,0.95
cg05349039,0.82
cg05349042,0.08
cg05349077,0.99
cg05349083,0.97
cg05349204,0.93
cg05349245,0.32
cg05349591,0.86
cg05349624,0.34
cg05349646,0.99
cg05349650,0.04
cg05349837,0.85
cg05349922,0.02
cg05349952,0.93
cg05350020,0.94
cg05350036,0.98
cg05350188,0.06
cg05350224,0.72
cg05350266,0.05
cg05350268,0.09
cg05350293,0.62
cg05350315,0.53
cg05350358,0.1
cg05350360,0.99
cg05350411,0.14
cg05350607,0.74
cg05350800,0.61
cg05350802,0.95
cg05350839,0.93
cg05350850,0.86
cg05350879,0.89
cg05350938,0.9
cg05350939,0.88
cg05351078,0.02
cg05351087,0.03
cg05351141,0.8
cg05351173,0.8
cg05351257,0.08
cg05351302,0.08
cg05351334,0.88
cg05351599,0.31
cg05351601,0.05
cg05351750,0.42
cg05351785,0.89
cg05351827,0.04
cg05351887,0.38
cg05351940,0.01
cg05351942,0.86
cg05352016,0.95
cg05352087,0.13
cg05352161,0.06
cg05352250,0.95
cg05352303,0.01
cg05352321,0.92
cg05352541,0.05
cg05352767,0.01
cg05352838,0.77
cg05352972,0.89
cg05353099,0.51
cg05353131,0.05
cg05353290,0.95
cg05353356,0.94
cg05353415,0.18
cg05353478,0.01
cg05353481,0.9
cg05353571,0.91
cg05353590,0.93
cg05353659,0.94
cg05353868,0.89
cg05353869,0.36
cg05353872,0.92
cg05353884,0.96
cg05353983,0.02
cg05354171,0.16
cg05354180,0.93
cg05354195,0.92
cg05354330,0.01
cg05354432,0.07
cg05354479,0.38
cg05354521,0.01
cg05354556,0.88
cg05354904,0.83
cg05354929,0.05
cg05354946,0.95
cg05354971,0.63
cg05354989,0.12
cg05355067,0.92
cg05355078,0.09
cg05355167,0.07
cg05355225,0.21
cg05355301,0.68
cg05355311,0.06
cg05355320,0.69
cg05355362,0.9
cg05355436,0.9
cg05355679,0.08
cg05355684,0.92
cg05355757,0.42
cg05355764,0.99
cg05356099,0.79
cg05356163,0.91
cg05356226,0.88
cg05356308,0.07
cg05356319,0.36
cg05356496,0.34
cg05356511,0.81
cg05356564,0.17
cg05356662,0.03
cg05356738,0.02
cg05356754,0.9
cg05356755,0.04
cg05357039,0.18
cg05357108,0.91
cg05357131,0.91
cg05357137,0.95
cg05357152,0.37
cg05357209,0.77
cg05357229,0.83
cg05357287,0.85
cg05357320,0.05
cg05357347,0.74
cg05357527,0.98
cg05357662,0.01
cg05357695,0.79
cg05357717,0.74
cg05357861,0.88
cg05357919,0.9
cg05358025,0.1
cg05358168,0.09
cg05358170,0.88
cg05358175,0.12
cg05358183,0.99
cg05358228,0.08
cg05358291,0.9
cg05358385,0.06
cg05358397,0.97
cg05358404,0.65
cg05358439,0.07
cg05358503,0.93
cg05358575,0.9
cg05358717,0.9
cg05358729,0.12
cg05358749,0.04
cg05358758,0.85
cg05358815,0.01
cg05358848,0.86
cg05358900,0.46
cg05358915,0.69
cg05358946,0.91
cg05359028,0.13
cg05359066,0.08
cg05359207,0.12
cg05359249,0.01
cg05359465,0.01
cg05359518,0.94
cg05359750,0.89
cg05359853,0.19
cg05360158,0.04
cg05360176,0.01
cg05360208,0.01
cg05360265,0.03
cg05360371,0.99
cg05360402,0.13
cg05360422,0.01
cg05360477,0.75
cg05360665,0.87
cg05360714,0.56
cg05360774,0.15
cg05360911,0.96
cg05360949,0.04
cg05360958,0.44
cg05361074,0.8
cg05361096,0.28
cg05361273,0.45
cg05361366,0.87
cg05361373,0.13
cg05361406,0.58
cg05361415,0.91
cg05361458,0.92
cg05361459,0.77
cg05361489,0.09
cg05361520,0.06
cg05361530,0.74
cg05361542,0.09
cg05361559,0.08
cg05361673,0.93
cg05361709,0.01
cg05361728,0.86
cg05361750,0.91
cg05361811,0.09
cg05361818,0.96
cg05362160,0.89
cg05362168,0.96
cg05362170,0.1
cg05362320,0.01
cg05362384,0.11
cg05362424,0.83
cg05362467,0.09
cg05362516,0.15
cg05362517,0.02
cg05362521,0.9
cg05362548,0.01
cg05362669,0.17
cg05362860,0.94
cg05362892,0.93
cg05363081,0.93
cg05363257,0.99
cg05363335,0.01
cg05363382,0.76
cg05363449,0.18
cg05363534,0.47
cg05363574,0.95
cg05363616,0.3
cg05363681,0.93
cg05363871,0.7
cg05363903,0.67
cg05363938,0.36
cg05364026,0.04
cg05364038,0.18
cg05364072,0.98
cg05364141,0.92
cg05364164,0.93
cg05364179,0.81
cg05364211,0.02
cg05364307,0.22
cg05364326,0.01
cg05364411,0.27
cg05364412,0.98
cg05364487,0.42
cg05364508,0.15
cg05364567,0.33
cg05364570,0.88
cg05364631,0.93
cg05364691,0.95
cg05364710,0.93
cg05364750,0.03
cg05364759,0.06
cg05364767,0.06
cg05364884,0.09
cg05365033,0.83
cg05365199,0.56
cg05365220,0.01
cg05365320,0.88
cg05365385,0.82
cg05365469,0.94
cg05365525,0.05
cg05365532,0.72
cg05365578,0.07
cg05365670,0.66
cg05365682,0.92
cg05365685,0.89
cg05365729,0.38
cg05365735,0.29
cg05365825,0.91
cg05365835,0.88
cg05365887,0.07
cg05365901,0.9
cg05365954,0.04
cg05365960,0.01
cg05366009,0.09
cg05366024,0.81
cg05366050,0.62
cg05366052,0.91
cg05366058,0.9
cg05366118,0.08
cg05366166,0.08
cg05366189,0.93
cg05366204,0.35
cg05366272,0.07
cg05366401,0.01
cg05366459,0.01
cg05366475,0.88
cg05366495,0.98
cg05366712,0.89
cg05366812,0.11
cg05366909,0.86
cg05366923,0.79
cg05366983,0.11
cg05367028,0.93
cg05367052,0.95
cg05367087,0.94
cg05367134,0.94
cg05367173,0.9
cg05367248,0.02
cg05367790,0.02
cg05367824,0.01
cg05367846,0.07
cg05367858,0.06
cg05367885,0.6
cg05367967,0.86
cg05368033,0.12
cg05368089,0.05
cg05368115,0.96
cg05368119,0.89
cg05368158,0.92
cg05368275,0.94
cg05368283,0.03
cg05368341,0.09
cg05368555,0.2
cg05368595,0.88
cg05368608,0.99
cg05368724,0.78
cg05368730,0.13
cg05368731,0.27
cg05368740,0.33
cg05368762,0.01
cg05368910,0.96
cg05368942,0.12
cg05368966,0.2
cg05368971,0.51
cg05369142,0.0
cg05369166,0.08
cg05369274,0.06
cg05369318,0.06
cg05369327,0.46
cg05369347,0.98
cg05369428,0.92
cg05369547,0.78
cg05369553,0.9
cg05369582,0.99
cg05369623,0.2
cg05369766,0.91
cg05369791,0.46
cg05369920,0.08
cg05369926,0.89
cg05369939,0.86
cg05369942,0.25
cg05370068,0.91
cg05370094,0.83
cg05370136,0.56
cg05370193,0.84
cg05370462,0.77
cg05370471,0.99
cg05370555,0.66
cg05370569,0.08
cg05370662,0.11
cg05370802,0.97
cg05370860,0.01
cg05370861,0.06
cg05370881,0.93
cg05370988,0.09
cg05371005,0.02
cg05371064,0.02
cg05371506,0.33
cg05371552,0.52
cg05371576,0.08
cg05371578,0.23
cg05371620,0.94
cg05371688,0.85
cg05371711,0.1
cg05371791,0.83
cg05371867,0.05
cg05371885,0.96
cg05371909,0.07
cg05371993,0.09
cg05372113,0.06
cg05372242,0.03
cg05372260,0.01
cg05372265,0.75
cg05372434,0.07
cg05372495,0.94
cg05372499,0.07
cg05372549,0.01
cg05372578,0.02
cg05372647,0.95
cg05372669,0.95
cg05372679,0.83
cg05372727,0.86
cg05372730,0.02
cg05372753,0.57
cg05372765,0.93
cg05372828,0.89
cg05373251,0.78
cg05373256,0.82
cg05373339,0.75
cg05373438,0.87
cg05373457,0.34
cg05373539,0.91
cg05373692,0.08
cg05373723,0.19
cg05373792,0.96
cg05373863,0.08
cg05373875,0.81
cg05373877,0.7
cg05373962,0.69
cg05374044,0.85
cg05374129,0.85
cg05374263,0.93
cg05374271,0.71
cg05374396,0.96
cg05374412,0.03
cg05374428,0.94
cg05374451,0.33
cg05374569,0.84
cg05374654,0.2
cg05374718,0.09
cg05374756,0.89
cg05374798,0.01
cg05374867,0.02
cg05374982,0.64
cg05375067,0.89
cg05375230,0.05
cg05375277,0.01
cg05375333,0.53
cg05375405,0.08
cg05375443,0.57
cg05375487,0.1
cg05375668,0.01
cg05375686,0.71
cg05375699,0.79
cg05375713,0.94
cg05375728,0.03
cg05375741,0.01
cg05375744,0.86
cg05375800,0.09
cg05375811,0.9
cg05375878,0.87
cg05375999,0.9
cg05376017,0.88
cg05376119,0.94
cg05376156,0.13
cg05376185,0.21
cg05376228,0.41
cg05376267,0.43
cg05376362,0.9
cg05376374,0.01
cg05376465,0.28
cg05376469,0.22
cg05376485,0.36
cg05376505,0.1
cg05376601,0.9
cg05376611,0.09
cg05376617,0.15
cg05376738,0.36
cg05376810,0.06
cg05376869,0.85
cg05376904,0.1
cg05376919,0.1
cg05376937,0.68
cg05377041,0.86
cg05377120,0.82
cg05377161,0.1
cg05377162,0.07
cg05377214,0.96
cg05377226,0.01
cg05377387,0.14
cg05377417,0.01
cg05377512,0.96
cg05377527,0.42
cg05377576,0.29
cg05377587,0.9
cg05377596,0.02
cg05377753,0.88
cg05377839,0.83
cg05377998,0.76
cg05378013,0.98
cg05378032,0.09
cg05378118,0.31
cg05378199,0.03
cg05378295,0.02
cg05378452,0.96
cg05378861,0.86
cg05378894,0.1
cg05378938,0.16
cg05378941,0.9
cg05379127,0.09
cg05379302,0.12
cg05379324,0.89
cg05379350,0.27
cg05379509,0.89
cg05379541,0.24
cg05379597,0.59
cg05379634,0.12
cg05379650,0.05
cg05379784,0.08
cg05379882,0.01
cg05379891,0.93
cg05379954,0.09
cg05380003,0.78
cg05380008,0.04
cg05380019,0.23
cg05380127,0.78
cg05380130,0.89
cg05380212,0.09
cg05380296,0.14
cg05380433,0.92
cg05380455,0.48
cg05380503,0.27
cg05380522,0.02
cg05380558,0.31
cg05380570,0.15
cg05380734,0.4
cg05380741,0.03
cg05380793,0.1
cg05380808,0.87
cg05380821,0.16
cg05380846,0.93
cg05380885,0.82
cg05380910,0.96
cg05380916,0.94
cg05380921,0.9
cg05380982,0.23
cg05381183,0.82
cg05381287,0.88
cg05381353,0.95
cg05381383,0.91
cg05381423,0.15
cg05381475,0.86
cg05381692,0.95
cg05381746,0.04
cg05381795,0.7
cg05381870,0.88
cg05381900,0.94
cg05381960,0.42
cg05382012,0.49
cg05382097,0.18
cg05382123,0.18
cg05382305,0.08
cg05382480,0.99
cg05382497,0.74
cg05382501,0.78
cg05382565,0.08
cg05382730,0.08
cg05382782,0.47
cg05382798,0.15
cg05382956,0.28
cg05382958,0.11
cg05383153,0.03
cg05383328,0.91
cg05383332,0.81
cg05383490,0.23
cg05383565,0.06
cg05383584,0.04
cg05383657,0.71
cg05383670,0.05
cg05383783,0.83
cg05383910,0.27
cg05383958,0.83
cg05384075,0.95
cg05384123,0.79
cg05384135,0.01
cg05384139,0.41
cg05384198,0.94
cg05384271,0.6
cg05384275,0.02
cg05384282,0.99
cg05384413,0.01
cg05384450,0.96
cg05384628,0.97
cg05384663,0.93
cg05384712,0.1
cg05384724,0.62
cg05384887,0.9
cg05384906,0.88
cg05384957,0.93
cg05384967,0.94
cg05385010,0.91
cg05385047,0.03
cg05385059,0.01
cg05385061,0.89
cg05385100,0.94
cg05385119,0.01
cg05385260,0.85
cg05385282,0.82
cg05385299,0.93
cg05385306,0.92
cg05385377,0.13
cg05385397,0.89
cg05385434,0.42
cg05385496,0.03
cg05385513,0.18
cg05385567,0.07
cg05385610,0.6
cg05385684,0.05
cg05385718,0.84
cg05385805,0.94
cg05385879,0.98
cg05385882,0.87
cg05385923,0.96
cg05386077,0.89
cg05386151,0.01
cg05386208,0.92
cg05386249,0.88
cg05386320,0.85
cg05386493,0.08
cg05386508,0.09
cg05386594,0.11
cg05386606,0.18
cg05386726,0.87
cg05386769,0.78
cg05386903,0.93
cg05386977,0.88
cg05387119,0.91
cg05387146,0.02
